HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.text,Answer.taskAnswers,Approve,Reject
3AJA9FLWSEH7ASIOY5X35TX7L5CFI2,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,37UEWGM5HWRW0WPS7VHSI3PKD3GR1E,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:21:11 PDT 2019,Sat Apr 13 16:21:16 PDT 2019,Tue Apr 16 16:21:16 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1115309488108527616v,@WJCaruso @freedomisgreen Now show the texting and driving death rates.,"[{""classification"":{""label"":""Disapproves""}}]",,
3AXFSPQOYSH3532UGNI3HUC7YK1FJE,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:26 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:26 PDT 2019,,,3PQMUDRV7UPU73I7PF8PWA5F798IIT,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:10:58 PDT 2019,Sat Apr 13 16:11:14 PDT 2019,Tue Apr 16 16:11:14 PDT 2019,,,,16,100% (22/22),100% (22/22),100% (22/22),1115292198453555201t,What’s wrong with these Springfield college kids why would you cross the street when you obviously see me texting and driving  :face_with_rolling_eyes::upside-down_face:,"[{""classification"":{""label"":""Approves""}}]",,
3RIHDBQ1NGHDK7ZLEAJV07G1IT9HMI,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:26 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:26 PDT 2019,,,3K4J6M3CXHC15UTEN3G9U04GFOBGAV,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:18:34 PDT 2019,Sat Apr 13 16:18:39 PDT 2019,Tue Apr 16 16:18:39 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1115286153282899969f,RT @ozarkhighschool: Thank you @FarmBureau @ArFB Amanda Williams for the texting and driving safety presentation at OHS! @ozarkschools http…,"[{""classification"":{""label"":""Disapproves""}}]",,
31S7M7DAGI9JJY8VESZ5ED40TIELTU,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:26 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:26 PDT 2019,,,3MRNMEIQW8PFPTARI44RXTHUW8ULD8,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:13:52 PDT 2019,Sat Apr 13 16:13:56 PDT 2019,Tue Apr 16 16:13:56 PDT 2019,,,,4,100% (22/22),100% (22/22),100% (22/22),1112443170263105537u,My mom just told a kid he’s not supposed to be texting in driving in a shopping cart at the food store:face_with_tears_of_joy::face_with_tears_of_joy:  what a clown,"[{""classification"":{""label"":""Disapproves""}}]",,
3O2Y2UIUCSDYGN8CY8IFI9CKD91FKD,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:26 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:26 PDT 2019,,,3H7Z272LXAQOEQDHNDVMXNYJARXLPM,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:23:33 PDT 2019,Sat Apr 13 16:23:42 PDT 2019,Tue Apr 16 16:23:42 PDT 2019,,,,9,100% (22/22),100% (22/22),100% (22/22),1115372307143319554k,RT @AAATexas: Did you know turning your location services on can help you prevent texting and driving? #DontDriveIntexticated #DistractedDr…,"[{""classification"":{""label"":""Disapproves""}}]",,
3BDORL6HKMWD0F1XXQ1BBFDVBO3RC7,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:26 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:26 PDT 2019,,,3SNLUL3WO7616VLD4ZUG7TLII8PLUI,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:25:04 PDT 2019,Sat Apr 13 16:25:12 PDT 2019,Tue Apr 16 16:25:12 PDT 2019,,,,8,100% (22/22),100% (22/22),100% (22/22),1115295135649001472a,Plainclothes Mounties crackdown on distracted drivers at Duncan intersection - https://t.co/ORGVfxIYe2 #texting #distracted driving,"[{""classification"":{""label"":""Disapproves""}}]",,
3CRWSLD91MNNCOL8INELKGD2UFNOMD,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:26 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:26 PDT 2019,,,3K2755HG5VMTP10VWT1T2GCAZC8DFV,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:07:49 PDT 2019,Sat Apr 13 16:08:02 PDT 2019,Tue Apr 16 16:08:02 PDT 2019,,,,13,100% (22/22),100% (22/22),100% (22/22),1113570114111135745e,RT @Colony_High: Every 15 Minutes- a very powerful demonstration on safe driving and sound judgment!!!  Thank you Ontario PD and FD for hel…,"[{""classification"":{""label"":""Disapproves""}}]",,
3W3RSPVVGUAYJBNKEXPFJ9Q2CWLLUL,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:26 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:26 PDT 2019,,,34J10VATJIH7O16Q2NDY5CW1YJPQI4,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:08:46 PDT 2019,Sat Apr 13 16:08:53 PDT 2019,Tue Apr 16 16:08:53 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1113559880718266368p,"RT @ObermannCenter: During his time as a Fellow-in-Residence, Shaun Vecera testified before the Iowa Senate Transportation Committee about…","[{""classification"":{""label"":""Neither/Unknown""}}]",,
3TL87MO8CO890TQUJ8UGX9PZ296FLG,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:26 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:26 PDT 2019,,,3HFNH7HEMKXTSA0VCZDVK0JLJ6XQGC,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:07:10 PDT 2019,Sat Apr 13 16:07:16 PDT 2019,Tue Apr 16 16:07:16 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1115640389648646144q,"RT @EntreprUnite: Routines including online shopping on your behalf, calling, texting, driving instructions, control of smart devices, etc.…","[{""classification"":{""label"":""Neither/Unknown""}}]",,
31N9JPQXIR1J2PKLQBYVDM51NJJHNI,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:26 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:26 PDT 2019,,,3K9FOBBF2K2OB5147YIUTYTOACWLNQ,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:21:22 PDT 2019,Sat Apr 13 16:21:29 PDT 2019,Tue Apr 16 16:21:29 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1112879650609410049z,Had to take some evasive action by 380 exit 101 N. ... G you need to tell these foools stop texting & driving @thegabbydiaz @elporkman @BlackLotus_Luna @KInostrosa @lmay2kusa @ItsCaroLeezY @AtMuLa49 @Wild949 :pouting_face::face_with_symbols_on_mouth::pouting_face::face_with_symbols_on_mouth::pouting_face:,"[{""classification"":{""label"":""Disapproves""}}]",,
37NXA7GVSVPYWQCKJNZKFVSLQ3ULVA,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:38 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:38 PDT 2019,,,3Y5140Z9D0ZMOP5B2AY9576RTN3IP5,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:15:25 PDT 2019,Sat Apr 13 16:15:30 PDT 2019,Tue Apr 16 16:15:30 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1115295207904485376b,"On a 56-9 vote, the Minnesota Senate passes @DaveOsmek’s bill cracking down on texting while driving.  -$150 fine for 1st offense, up from $50 -Driver could have license suspended 30 days on 3rd offense -Driver could face 10 years in prison for killing someone.  Goes to House. https://t.co/TiePC8jXIJ","[{""classification"":{""label"":""Disapproves""}}]",,
36FFXPMSTB71KAKXRQY8SB56DTOHOX,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:38 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:38 PDT 2019,,,31IBVUNM9VIFJI0HNE1N82IHZJCFVW,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:04:41 PDT 2019,Sat Apr 13 16:04:59 PDT 2019,Tue Apr 16 16:04:59 PDT 2019,,,,18,100% (22/22),100% (22/22),100% (22/22),1112707220825882624d,RT @LegendaryEnergy: Life is legitimately dangerous. You might as well not be a coward. Texting while driving & bad diets kill more people…,"[{""classification"":{""label"":""Approves""}}]",,
3CVDZS288JJT6B8FJKVVXM4O2EWFMI,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:38 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:38 PDT 2019,,,3EA3QWIZ4LEKGHYIJR7TAH7OIQOITA,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:18:18 PDT 2019,Sat Apr 13 16:18:24 PDT 2019,Tue Apr 16 16:18:24 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1112352972548263936e,I be texting a driving and shit and people next to me look at me all appalled and shit .... mind yo fuck ass business before I crash into yo shit Peter .,"[{""classification"":{""label"":""Approves""}}]",,
3YLTXLH3DHPJ5AWY6QBNHBAWNYKHPE,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:38 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:38 PDT 2019,,,3VHHR074H60Z8K9HRR15X17YAXRL7F,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:07:31 PDT 2019,Sat Apr 13 16:07:48 PDT 2019,Tue Apr 16 16:07:48 PDT 2019,,,,17,100% (22/22),100% (22/22),100% (22/22),1113221877017862145a,Love driving past a @DallasPD officer texting on his cell phone while driving :thinking_face::face_with_hand_over_mouth: I see you 5803 :eyes: https://t.co/OBvRAvm9JJ,"[{""classification"":{""label"":""Disapproves""}}]",,
3BCRDCM0OFD2XUF1XFFBO3Z7KAYK6F,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:39 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:39 PDT 2019,,,3QBD8R3Z242AVIUV2LJQM6RIE06O4F,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:21:36 PDT 2019,Sat Apr 13 16:21:40 PDT 2019,Tue Apr 16 16:21:40 PDT 2019,,,,4,100% (22/22),100% (22/22),100% (22/22),1112834474922962944b,Texting and driving https://t.co/6Q6BwLBqIs,"[{""classification"":{""label"":""Approves""}}]",,
3M0556243U3ZOTTFVLAVA1TO746FNI,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:39 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:39 PDT 2019,,,3FIUS151DYL2FL6H938JQMFJDJOGG7,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:23:00 PDT 2019,Sat Apr 13 16:23:05 PDT 2019,Tue Apr 16 16:23:05 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1112762862743756800t,New Jersey police departments to begin texting-while-driving crackdown April 1  https://t.co/TIEXJS9KZU,"[{""classification"":{""label"":""Disapproves""}}]",,
329E6HTMSYL30BSJEDHDH0NNAJWK39,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:39 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:39 PDT 2019,,,3KOPY89HMBLBCBKUMUM245IQ160J36,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:25:12 PDT 2019,Sat Apr 13 16:25:23 PDT 2019,Tue Apr 16 16:25:23 PDT 2019,,,,11,100% (22/22),100% (22/22),100% (22/22),1115380673089503235v,"RT @jfjabbo: “I pulled a car over for texting and driving, went to talk to the driver, a young black male, who was looking at me absolutely…","[{""classification"":{""label"":""Disapproves""}}]",,
3R16PJFTS5AOI7BNERMWR5FTOJSK4U,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:39 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:39 PDT 2019,,,3JZQSN0I3TTW1LAMYJ2181F7C4OGF8,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:21:29 PDT 2019,Sat Apr 13 16:21:36 PDT 2019,Tue Apr 16 16:21:36 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1115023280790888448u,"BAD DRIVING BRACKET *FINAL FOUR GAME TWO* “winner” is: TEXTING AND DRIVING, 92-8!  STANDBY AS THE CHAMPIONSHIP GAME IS COMING UP!! https://t.co/n6Ifs8Xq8n","[{""classification"":{""label"":""Disapproves""}}]",,
3JTPR5MTZUV6EQFNSW56WXL7OFNK5Z,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:39 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:39 PDT 2019,,,3O7L7BFSHH8IRYGLTWIYBV7NFG1IEK,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:08:58 PDT 2019,Sat Apr 13 16:09:05 PDT 2019,Tue Apr 16 16:09:05 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1113110294207885313h,Run so fast that your phone thinks your driving and warns you about texting and driving lol,"[{""classification"":{""label"":""Neither/Unknown""}}]",,
3MWOYZD5WX7TU668UOTLXV22Z5XOND,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:39 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:39 PDT 2019,,,37U1UTWH9Y5EBW9D6GQ7XDCSR9MR8Y,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:23:11 PDT 2019,Sat Apr 13 16:23:18 PDT 2019,Tue Apr 16 16:23:18 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1114255305276305408h,"Thank you, @SpeakerDeLeo, for your statement today on moving the conversation around #HandsFree legislation forward. Eliminating the use of hand-held mobile devices while driving will save lives, promote safety on our roads, and curtail the dangerous act of texting while driving.","[{""classification"":{""label"":""Disapproves""}}]",,
3RTFSSG7TAPBBFCP9X4G1XBZXCWLWK,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:39 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:39 PDT 2019,,,3UN61F00HZ8VOEQB8IJ4LT21PJLR5W,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:22:39 PDT 2019,Sat Apr 13 16:22:44 PDT 2019,Tue Apr 16 16:22:44 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1113530536172118021c,@kyoongT__T FUCK texting and driving people i’m glad you’re okay,"[{""classification"":{""label"":""Approves""}}]",,
3ROUCZ907HDBCR6KV3TYCK27PF2OOS,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:39 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:39 PDT 2019,,,3OSWBBLG1HGAPNRGWN7F8NCH3H4DXM,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:20:36 PDT 2019,Sat Apr 13 16:20:43 PDT 2019,Tue Apr 16 16:20:43 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1115591137664884736h,@FRSCNigeria what is the FRSC doing to curb the increasing number of drivers texting and driving? Sometimes it seems like everyone on the road is texting behind the wheels.,"[{""classification"":{""label"":""Disapproves""}}]",,
3JU8CV4BRNVTXRILA36D1K7XZKYOP9,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:39 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:39 PDT 2019,,,3QY5DC2MXU3F63BHIORICGGYLC3FU7,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:03:27 PDT 2019,Sat Apr 13 16:04:14 PDT 2019,Tue Apr 16 16:04:14 PDT 2019,,,,47,100% (22/22),100% (22/22),100% (22/22),1114517923513733121h,Terrible drivers power ranking:  1) Taxis 2) Florida plates 3) Texting and driving,"[{""classification"":{""label"":""Disapproves""}}]",,
3P888QFVX5DEX3J0AGL21PX74GKOQ0,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:39 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:39 PDT 2019,,,3U0SRXB7CGOZE3WHCIFQFA2NG4LNRI,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:12:00 PDT 2019,Sat Apr 13 16:12:06 PDT 2019,Tue Apr 16 16:12:06 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1114614771058466817h,@THENUFILEZ_show @3_Blanc0 Girl you better not be texting & driving. :neutral_face::face_with_open_mouth:,"[{""classification"":{""label"":""Disapproves""}}]",,
34ZTTGSNJZ745MXD63QCHG06SU6HQ5,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:39 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:39 PDT 2019,,,3F6KKYWMNEK5DTDCUHK6ALLJ13UDN2,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:13:46 PDT 2019,Sat Apr 13 16:13:51 PDT 2019,Tue Apr 16 16:13:51 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1112424153804693504z,"If I ask for you to stop texting while driving with me in the car, it shouldn’t be up for debate. https://t.co/w8HyvXAYTt","[{""classification"":{""label"":""Disapproves""}}]",,
30Y6N4AHYRFN577BXMWMVLVDWOFRD7,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:39 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:39 PDT 2019,,,3L2IS5HSFD1RUVOYGCAVKLP7N3PNUM,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:14:20 PDT 2019,Sat Apr 13 16:14:34 PDT 2019,Tue Apr 16 16:14:34 PDT 2019,,,,14,100% (22/22),100% (22/22),100% (22/22),1113602595766116359l,"RT @S_Mckenzieee: No I’m not texting and driving, I’m eating and driving. Mind ya business.","[{""classification"":{""label"":""Disapproves""}}]",,
3IZPORCT1HS4HNCDJIFCM6ABOG8HR6,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:45 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:45 PDT 2019,,,38SKSKU7R4GWX4QDAI52OQX7OD2IL7,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:13:15 PDT 2019,Sat Apr 13 16:13:33 PDT 2019,Tue Apr 16 16:13:33 PDT 2019,,,,18,100% (22/22),100% (22/22),100% (22/22),1113445866730328064p,"April is Distracted Driving Awareness Month. Remember, one “LOL” or “SMH” could change your or someone else's life forever. Ticket? Jail? Injured? Dead? Remember: If you’re texting, you’re not driving. PLEASE... Don't drive distracted. #BeResponsible #JustDrive https://t.co/swDIzagEm2","[{""classification"":{""label"":""Disapproves""}}]",,
3IVKZBIBJ2SGI2CQY7FHCGF7AIRHSU,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:45 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:45 PDT 2019,,,3OVHNO1VE9KZUIRVX5V058SSBH2DZJ,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:21:17 PDT 2019,Sat Apr 13 16:21:22 PDT 2019,Tue Apr 16 16:21:22 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1113841280369532929t,Texting and driving has reached epidemic proportions.  Decide: Are you a part of the problem or a part of the cure?   https://t.co/cmEr3T3kIP,"[{""classification"":{""label"":""Disapproves""}}]",,
3RSBJ6YZEE9H6ETRW0A8PQTTXEBFOX,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:45 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:45 PDT 2019,,,3PM8NZGV81Z4EWVL19DZ8MJGMWTQX4,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:19:47 PDT 2019,Sat Apr 13 16:19:55 PDT 2019,Tue Apr 16 16:19:55 PDT 2019,,,,8,100% (22/22),100% (22/22),100% (22/22),1112440234636136452t,RT @RayLong: Illinois Secretary of State Jesse White: I am issuing a call to action to motorists throughout Illinois: Stop driving while di…,"[{""classification"":{""label"":""Neither/Unknown""}}]",,
3EQVJH0T424HX2P5N7K7MLBTC15HTJ,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:45 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:45 PDT 2019,,,3JAOYWH7VLN3M3XA6OZPBXY45NFL9R,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:09:11 PDT 2019,Sat Apr 13 16:09:19 PDT 2019,Tue Apr 16 16:09:19 PDT 2019,,,,8,100% (22/22),100% (22/22),100% (22/22),1114546872331513857d,This lady texting and driving smh I just came home know I’m scared of everything,"[{""classification"":{""label"":""Disapproves""}}]",,
3UEDKCTP9X9L1UT6GPK3UHZ3FLIK7E,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:45 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:45 PDT 2019,,,36AHBNMV1UVZPSHQ1JTHR1JQ5NYDYS,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:21:03 PDT 2019,Sat Apr 13 16:21:10 PDT 2019,Tue Apr 16 16:21:10 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1113297182583427072a,@rubynuciforo @boy_from_school @miminuciforo94 Was this the texting and driving of their generation,"[{""classification"":{""label"":""Neither/Unknown""}}]",,
3W0KKJIARTSP18YPQUC98HVYQ5OK81,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:45 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:45 PDT 2019,,,34S6N1K2ZY2W19FT40NHOEWSO0NLHH,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:16:12 PDT 2019,Sat Apr 13 16:16:17 PDT 2019,Tue Apr 16 16:16:17 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1114173348752179200d,"Distracted Driving, A Leading Killer, Is Caused by More Than Texting #RoadSafety #DriveBuckledUp #Driving #BehavioralSafety #EyesUpPhoneDown #SlowDownAndDrive #EndDD #DriveSafely #TeenDrivers #JSA #SafetyFirst #Safety #Risk #JustDrive #JobSafetyAnalysis  https://t.co/7GH8NYCCit","[{""classification"":{""label"":""Disapproves""}}]",,
